Pokemon,Move,Type,Category,Accuracy,Power
Hitmonchan,Double Team,Normal,,—,—
Hitmonchan,Bide,Normal,,—,—
Hitmonchan,Metronome,Normal,,—,—
Hitmonchan,Swift,Normal,,60,
Hitmonchan,Skull Bash,Normal,,100,100
Hitmonchan,Rest,Psychic,,—,—
Hitmonchan,Substitute,Normal,,—,—
Lickitung,Supersonic,Normal,,—,55
Lickitung,Wrap,Normal,,15,85
Lickitung,Stomp,Normal,,65,100
Lickitung,Disable,Normal,,—,55
Lickitung,Defense Curl,Normal,,—,—
Lickitung,Slam,Normal,,80,75
Lickitung,Screech,Normal,,—,85
Lickitung,Cut,Normal,,50,95
Lickitung,Surf,Water,,95,100
Lickitung,Strength,Normal,,80,100
Lickitung,Mega Punch,Normal,,80,85
Lickitung,Swords Dance,Normal,,—,—
Lickitung,Mega Kick,Normal,,120,75
Lickitung,Toxic,Poison,,—,85
Lickitung,Body Slam,Normal,,85,100
Lickitung,Take Down,Normal,,90,85
Lickitung,Double-Edge,Normal,,100,100
Lickitung,BubbleBeam,Water,,65,100
Lickitung,Water Gun,Water,,40,100
Lickitung,Ice Beam,Ice,,95,100
Lickitung,Blizzard,Ice,,120,90
Lickitung,Hyper Beam,Normal,,150,90
Lickitung,Submission,Fighting,,80,80
Lickitung,Counter,Fighting,,—,100
Lickitung,Seismic Toss,Fighting,,—,100
Lickitung,Rage,Normal,,20,100
Lickitung,Thunderbolt,Electric,,95,100
Lickitung,Thunder,Electric,,120,70
Lickitung,Earthquake,Ground,,100,100
Lickitung,Fissure,Ground,,—,30
Lickitung,Mimic,Normal,,—,100
Lickitung,Double Team,Normal,,—,—
Lickitung,Bide,Normal,,—,—
Lickitung,Fire Blast,Fire,,120,85
Lickitung,Skull Bash,Normal,,100,100
Lickitung,Rest,Psychic,,—,—
Lickitung,Substitute,Normal,,—,—
Koffing,Smog,Poison,,20,70
Koffing,Tackle,Normal,,35,95
Koffing,Sludge,Poison,,65,100
Koffing,Smokescreen,Normal,,—,100
Koffing,Self-Destruct,Normal,,130,100
Koffing,Haze,Ice,,—,—
Koffing,Explosion,Normal,,170,100
Koffing,Toxic,Poison,,—,85
Koffing,Rage,Normal,,20,100
Koffing,Thunderbolt,Electric,,95,100
Koffing,Thunder,Electric,,120,70
Koffing,Mimic,Normal,,—,100
Koffing,Double Team,Normal,,—,—
Koffing,Bide,Normal,,—,—
Koffing,Fire Blast,Fire,,120,85
Koffing,Rest,Psychic,,—,—
Koffing,Substitute,Normal,,—,—
Weezing,Sludge,Poison,,65,100
Weezing,Smog,Poison,,20,70
Weezing,Tackle,Normal,,35,95
Weezing,Smokescreen,Normal,,—,100
Weezing,Self-Destruct,Normal,,130,100
Weezing,Haze,Ice,,—,—
Weezing,Explosion,Normal,,170,100
Weezing,Toxic,Poison,,—,85
Weezing,Hyper Beam,Normal,,150,90
Weezing,Rage,Normal,,20,100
Weezing,Thunderbolt,Electric,,95,100
Weezing,Thunder,Electric,,120,70
Weezing,Mimic,Normal,,—,100
Weezing,Double Team,Normal,,—,—
Weezing,Bide,Normal,,—,—
Weezing,Fire Blast,Fire,,120,85
Weezing,Rest,Psychic,,—,—
Weezing,Substitute,Normal,,—,—
Rhyhorn,Horn Attack,Normal,,65,100
Rhyhorn,Stomp,Normal,,65,100
Rhyhorn,Tail Whip,Normal,,—,100
Rhyhorn,Fury Attack,Normal,,15,85
Rhyhorn,Horn Drill,Normal,,—,30
Rhyhorn,Leer,Normal,,—,100
Rhyhorn,Take Down,Normal,,90,85
Rhyhorn,Strength,Normal,,80,100
Rhyhorn,Toxic,Poison,,—,85
Rhyhorn,Body Slam,Normal,,85,100
Rhyhorn,Double-Edge,Normal,,100,100
Rhyhorn,Rage,Normal,,20,100
Rhyhorn,Thunderbolt,Electric,,95,100
Rhyhorn,Thunder,Electric,,120,70
Rhyhorn,Earthquake,Ground,,100,100
Rhyhorn,Fissure,Ground,,—,30
Rhyhorn,Dig,Ground,,100,100
Rhyhorn,Mimic,Normal,,—,100
Rhyhorn,Double Team,Normal,,—,—
Rhyhorn,Bide,Normal,,—,—
Rhyhorn,Fire Blast,Fire,,120,85
Rhyhorn,Skull Bash,Normal,,100,100
Rhyhorn,Rest,Psychic,,—,—
Rhyhorn,Rock Slide,Rock,,75,90
Rhyhorn,Substitute,Normal,,—,—
Rhydon,Fury Attack,Normal,,15,85
Rhydon,Horn Attack,Normal,,65,100
Rhydon,Stomp,Normal,,65,100
Rhydon,Tail Whip,Normal,,—,100
Rhydon,Horn Drill,Normal,,—,30
Rhydon,Leer,Normal,,—,100
Rhydon,Take Down,Normal,,90,85
Rhydon,Surf,Water,,95,100
Rhydon,Strength,Normal,,80,100
Rhydon,Mega Punch,Normal,,80,85
Rhydon,Mega Kick,Normal,,120,75
Rhydon,Toxic,Poison,,—,85
Rhydon,Body Slam,Normal,,85,100
Rhydon,Double-Edge,Normal,,100,100
Rhydon,BubbleBeam,Water,,65,100
Rhydon,Water Gun,Water,,40,100
Rhydon,Ice Beam,Ice,,95,100
Rhydon,Blizzard,Ice,,120,90
Rhydon,Hyper Beam,Normal,,150,90
Rhydon,Pay Day,Normal,,40,100
Rhydon,Submission,Fighting,,80,80
Rhydon,Counter,Fighting,,—,100
Rhydon,Seismic Toss,Fighting,,—,100
Rhydon,Rage,Normal,,20,100
Rhydon,Thunderbolt,Electric,,95,100
Rhydon,Thunder,Electric,,120,70
Rhydon,Earthquake,Ground,,100,100
Rhydon,Fissure,Ground,,—,30
Rhydon,Dig,Ground,,100,100
Rhydon,Mimic,Normal,,—,100
Rhydon,Double Team,Normal,,—,—
Rhydon,Bide,Normal,,—,—
Rhydon,Fire Blast,Fire,,120,85
Rhydon,Skull Bash,Normal,,100,100
Rhydon,Rest,Psychic,,—,—
Rhydon,Rock Slide,Rock,,75,90
Rhydon,Substitute,Normal,,—,—
Chansey,DoubleSlap,Normal,,15,85
Chansey,Pound,Normal,,40,100
Chansey,Sing,Normal,,—,55
Chansey,Growl,Normal,,—,100
Chansey,Minimize,Normal,,—,—
Chansey,Defense Curl,Normal,,—,—
Chansey,Light Screen,Psychic,,—,—
Chansey,Double-Edge,Normal,,100,100
Chansey,Strength,Normal,,80,100
Chansey,Flash,Normal,,—,70
Chansey,Mega Punch,Normal,,80,85
Chansey,Mega Kick,Normal,,120,75
Chansey,Toxic,Poison,,—,85
Chansey,Body Slam,Normal,,85,100
Chansey,Take Down,Normal,,90,85
Chansey,BubbleBeam,Water,,65,100
Chansey,Water Gun,Water,,40,100
Chansey,Ice Beam,Ice,,95,100
Chansey,Blizzard,Ice,,120,90
Chansey,Hyper Beam,Normal,,150,90
Chansey,Submission,Fighting,,80,80
Chansey,Counter,Fighting,,—,100
Chansey,Seismic Toss,Fighting,,—,100
Chansey,Rage,Normal,,20,100
Chansey,Solar Beam,Grass,,120,100
Chansey,Thunderbolt,Electric,,95,100
Chansey,Thunder,Electric,,120,70
Chansey,Psychic,Psychic,,90,100
Chansey,Teleport,Psychic,,—,—
Chansey,Mimic,Normal,,—,100
Chansey,Double Team,Normal,,—,—
Chansey,Reflect,Psychic,,—,—
Chansey,Bide,Normal,,—,—
Chansey,Metronome,Normal,,—,—
Chansey,Egg Bomb,Normal,,100,75
Chansey,Fire Blast,Fire,,120,85
Chansey,Skull Bash,Normal,,100,100
Chansey,Softboiled,Normal,,—,—
Chansey,Rest,Psychic,,—,—
Chansey,Thunder Wave,Electric,,—,100
Chansey,Psywave,Psychic,,—,80
Chansey,Tri Attack,Normal,,80,100
Chansey,Substitute,Normal,,—,—
Chansey,Tail Whip,Normal,,—,100
Tangela,Bind,Normal,,15,75
Tangela,Constrict,Normal,,10,100
Tangela,Absorb,Grass,,20,100
Tangela,Poison Powder,Poison,,—,75
Tangela,Stun Spore,Grass,,—,75
Tangela,Sleep Powder,Grass,,—,75
Tangela,Slam,Normal,,80,75
Tangela,Growth,Normal,,—,—
Tangela,Cut,Normal,,50,95
Tangela,Swords Dance,Normal,,—,—
Tangela,Toxic,Poison,,—,85
Tangela,Body Slam,Normal,,85,100
Tangela,Take Down,Normal,,90,85
Tangela,Double-Edge,Normal,,100,100
Tangela,Hyper Beam,Normal,,150,90
Tangela,Rage,Normal,,20,100
Tangela,Mega Drain,Grass,,40,100
Tangela,Solar Beam,Grass,,120,100
Tangela,Mimic,Normal,,—,100
Tangela,Double Team,Normal,,—,—
Tangela,Bide,Normal,,—,—
Tangela,Skull Bash,Normal,,100,100
Tangela,Rest,Psychic,,—,—
Tangela,Substitute,Normal,,—,—
Tangela,Vine Whip,Grass,,35,100
Kangaskhan,Comet Punch,Normal,,18,85
Kangaskhan,Rage,Normal,,20,100
Kangaskhan,Bite,Normal,,60,100
Kangaskhan,Tail Whip,Normal,,—,100
Kangaskhan,Mega Punch,Normal,,80,85
Kangaskhan,Leer,Normal,,—,100
Kangaskhan,Dizzy Punch,Normal,,70,100
Kangaskhan,Surf,Water,,95,100
Kangaskhan,Strength,Normal,,80,100
Kangaskhan,Mega Kick,Normal,,120,75
Kangaskhan,Toxic,Poison,,—,85
Kangaskhan,Body Slam,Normal,,85,100
Kangaskhan,Take Down,Normal,,90,85
Kangaskhan,Double-Edge,Normal,,100,100
Kangaskhan,BubbleBeam,Water,,65,100
Kangaskhan,Water Gun,Water,,40,100
Kangaskhan,Ice Beam,Ice,,95,100
Kangaskhan,Blizzard,Ice,,120,90
Kangaskhan,Hyper Beam,Normal,,150,90
Kangaskhan,Submission,Fighting,,80,80
Kangaskhan,Counter,Fighting,,—,100
Kangaskhan,Seismic Toss,Fighting,,—,100
Kangaskhan,Thunderbolt,Electric,,95,100
Kangaskhan,Thunder,Electric,,120,70
Kangaskhan,Earthquake,Ground,,100,100
Kangaskhan,Fissure,Ground,,—,30
Kangaskhan,Mimic,Normal,,—,100
Kangaskhan,Double Team,Normal,,—,—
Kangaskhan,Bide,Normal,,—,—
Kangaskhan,Fire Blast,Fire,,120,85
Kangaskhan,Skull Bash,Normal,,100,100
Kangaskhan,Rest,Psychic,,—,—
Kangaskhan,Rock Slide,Rock,,75,90
Kangaskhan,Substitute,Normal,,—,—
Horsea,Bubble,Water,,20,100
Horsea,Smokescreen,Normal,,—,100
Horsea,Leer,Normal,,—,100
Horsea,Water Gun,Water,,40,100
Horsea,Agility,Psychic,,—,—
Horsea,Hydro Pump,Water,,120,80
Horsea,Surf,Water,,95,100
Horsea,Toxic,Poison,,—,85
Horsea,Take Down,Normal,,90,85
Horsea,Double-Edge,Normal,,100,100
Horsea,BubbleBeam,Water,,65,100
Horsea,Ice Beam,Ice,,95,100
Horsea,Blizzard,Ice,,120,90
Horsea,Rage,Normal,,20,100
Horsea,Mimic,Normal,,—,100
Horsea,Double Team,Normal,,—,—
Horsea,Bide,Normal,,—,—
Horsea,Swift,Normal,,60,
Horsea,Skull Bash,Normal,,100,100
Horsea,Rest,Psychic,,—,—
Horsea,Substitute,Normal,,—,—
Seadra,Bubble,Water,,20,100
Seadra,Smokescreen,Normal,,—,100
Seadra,Leer,Normal,,—,100
Seadra,Water Gun,Water,,40,100
Seadra,Agility,Psychic,,—,—
Seadra,Hydro Pump,Water,,120,80
Seadra,Surf,Water,,95,100
Seadra,Toxic,Poison,,—,85
Seadra,Take Down,Normal,,90,85
Seadra,Double-Edge,Normal,,100,100
Seadra,BubbleBeam,Water,,65,100
Seadra,Ice Beam,Ice,,95,100
Seadra,Blizzard,Ice,,120,90
Seadra,Hyper Beam,Normal,,150,90
Seadra,Rage,Normal,,20,100
Seadra,Mimic,Normal,,—,100
Seadra,Double Team,Normal,,—,—
Seadra,Bide,Normal,,—,—
Seadra,Swift,Normal,,60,
Seadra,Skull Bash,Normal,,100,100
Seadra,Rest,Psychic,,—,—
Seadra,Substitute,Normal,,—,—
Goldeen,Peck,Flying,,35,100
Goldeen,Tail Whip,Normal,,—,100
Goldeen,Supersonic,Normal,,—,55
Goldeen,Horn Attack,Normal,,65,100
Goldeen,Fury Attack,Normal,,15,85
Goldeen,Waterfall,Water,,80,100
Goldeen,Horn Drill,Normal,,—,30
Goldeen,Agility,Psychic,,—,—
Goldeen,Surf,Water,,95,100
Goldeen,Toxic,Poison,,—,85
Goldeen,Take Down,Normal,,90,85
Goldeen,Double-Edge,Normal,,100,100
Goldeen,BubbleBeam,Water,,65,100
Goldeen,Water Gun,Water,,40,100
Goldeen,Ice Beam,Ice,,95,100
Goldeen,Blizzard,Ice,,120,90
Goldeen,Rage,Normal,,20,100
Goldeen,Mimic,Normal,,—,100
Goldeen,Double Team,Normal,,—,—
Goldeen,Bide,Normal,,—,—
Goldeen,Swift,Normal,,60,
Goldeen,Skull Bash,Normal,,100,100
Goldeen,Rest,Psychic,,—,—
Goldeen,Substitute,Normal,,—,—
Seaking,Peck,Flying,,35,100
Seaking,Supersonic,Normal,,—,55
Seaking,Tail Whip,Normal,,—,100
Seaking,Horn Attack,Normal,,65,100
Seaking,Fury Attack,Normal,,15,85
Seaking,Waterfall,Water,,80,100
Seaking,Horn Drill,Normal,,—,30
Seaking,Agility,Psychic,,—,—
Seaking,Surf,Water,,95,100
Seaking,Toxic,Poison,,—,85
Seaking,Take Down,Normal,,90,85
Seaking,Double-Edge,Normal,,100,100
Seaking,BubbleBeam,Water,,65,100
Seaking,Water Gun,Water,,40,100
Seaking,Ice Beam,Ice,,95,100
Seaking,Blizzard,Ice,,120,90
Seaking,Hyper Beam,Normal,,150,90
Seaking,Rage,Normal,,20,100
Seaking,Mimic,Normal,,—,100
Seaking,Double Team,Normal,,—,—
Seaking,Bide,Normal,,—,—
Seaking,Swift,Normal,,60,
Seaking,Skull Bash,Normal,,100,100
Seaking,Rest,Psychic,,—,—
Seaking,Substitute,Normal,,—,—
Staryu,Tackle,Normal,,35,95
Staryu,Water Gun,Water,,40,100
Staryu,Harden,Normal,,—,—
Staryu,Recover,Normal,,—,—
Staryu,Swift,Normal,,60,
Staryu,Minimize,Normal,,—,—
Staryu,Light Screen,Psychic,,—,—
Staryu,Hydro Pump,Water,,120,80
Staryu,Surf,Water,,95,100
Staryu,Flash,Normal,,—,70
Staryu,Toxic,Poison,,—,85
Staryu,Take Down,Normal,,90,85
Staryu,Double-Edge,Normal,,100,100
Staryu,BubbleBeam,Water,,65,100
Staryu,Ice Beam,Ice,,95,100
Staryu,Blizzard,Ice,,120,90
Staryu,Rage,Normal,,20,100
Staryu,Thunderbolt,Electric,,95,100
Staryu,Thunder,Electric,,120,70
Staryu,Psychic,Psychic,,90,100
Staryu,Teleport,Psychic,,—,—
Staryu,Mimic,Normal,,—,100
Staryu,Double Team,Normal,,—,—
Staryu,Reflect,Psychic,,—,—
Staryu,Bide,Normal,,—,—
Staryu,Skull Bash,Normal,,100,100
Staryu,Rest,Psychic,,—,—
Staryu,Thunder Wave,Electric,,—,100
Staryu,Psywave,Psychic,,—,80
Staryu,Tri Attack,Normal,,80,100
Staryu,Substitute,Normal,,—,—
Starmie,Harden,Normal,,—,—
Starmie,Tackle,Normal,,35,95
Starmie,Water Gun,Water,,40,100
Starmie,Hydro Pump,Water,,120,80
Starmie,Light Screen,Psychic,,—,—
Starmie,Minimize,Normal,,—,—
Starmie,Recover,Normal,,—,—
Starmie,Swift,Normal,,60,
Starmie,Surf,Water,,95,100
Starmie,Flash,Normal,,—,70
Starmie,Toxic,Poison,,—,85
Starmie,Take Down,Normal,,90,85
Starmie,Double-Edge,Normal,,100,100
Starmie,BubbleBeam,Water,,65,100
Starmie,Ice Beam,Ice,,95,100
Starmie,Blizzard,Ice,,120,90
Starmie,Hyper Beam,Normal,,150,90
Starmie,Rage,Normal,,20,100
Starmie,Thunderbolt,Electric,,95,100
Starmie,Thunder,Electric,,120,70
Starmie,Psychic,Psychic,,90,100
Starmie,Teleport,Psychic,,—,—
Starmie,Mimic,Normal,,—,100
Starmie,Double Team,Normal,,—,—
Starmie,Reflect,Psychic,,—,—
Starmie,Bide,Normal,,—,—
Starmie,Skull Bash,Normal,,100,100
Starmie,Rest,Psychic,,—,—
Starmie,Thunder Wave,Electric,,—,100
Starmie,Psywave,Psychic,,—,80
Starmie,Tri Attack,Normal,,80,100
Starmie,Substitute,Normal,,—,—
Mr Mime,Barrier,Psychic,,—,—
Mr Mime,Confusion,Psychic,,50,100
Mr Mime,Light Screen,Psychic,,—,—
Mr Mime,DoubleSlap,Normal,,15,85
Mr Mime,Meditate,Psychic,,—,—
Mr Mime,Substitute,Normal,,—,—
Mr Mime,Flash,Normal,,—,70
Mr Mime,Mega Punch,Normal,,80,85
Mr Mime,Mega Kick,Normal,,120,75
Mr Mime,Toxic,Poison,,—,85
Mr Mime,Body Slam,Normal,,85,100
Mr Mime,Take Down,Normal,,90,85
Mr Mime,Double-Edge,Normal,,100,100
Mr Mime,Hyper Beam,Normal,,150,90
Mr Mime,Submission,Fighting,,80,80
Mr Mime,Counter,Fighting,,—,100
Mr Mime,Seismic Toss,Fighting,,—,100
Mr Mime,Rage,Normal,,20,100
Mr Mime,Solar Beam,Grass,,120,100
Mr Mime,Thunderbolt,Electric,,95,100
Mr Mime,Thunder,Electric,,120,70
Mr Mime,Psychic,Psychic,,90,100
Mr Mime,Teleport,Psychic,,—,—
Mr Mime,Mimic,Normal,,—,100
Mr Mime,Double Team,Normal,,—,—
Mr Mime,Reflect,Psychic,,—,—
Mr Mime,Bide,Normal,,—,—
Mr Mime,Metronome,Normal,,—,—
Mr Mime,Skull Bash,Normal,,100,100
Mr Mime,Rest,Psychic,,—,—
Mr Mime,Thunder Wave,Electric,,—,100
Mr Mime,Psywave,Psychic,,—,80
Scyther,Quick Attack,Normal,,40,100
Scyther,Leer,Normal,,—,100
Scyther,Focus Energy,Normal,,—,—
Scyther,Double Team,Normal,,—,—
Scyther,Slash,Normal,,70,100
Scyther,Swords Dance,Normal,,—,—
Scyther,Agility,Psychic,,—,—
Scyther,Cut,Normal,,50,95
Scyther,Toxic,Poison,,—,85
Scyther,Take Down,Normal,,90,85
Scyther,Double-Edge,Normal,,100,100
Scyther,Hyper Beam,Normal,,150,90
Scyther,Rage,Normal,,20,100
Scyther,Mimic,Normal,,—,100
Scyther,Bide,Normal,,—,—
Scyther,Swift,Normal,,60,
Scyther,Skull Bash,Normal,,100,100
Scyther,Rest,Psychic,,—,—
Scyther,Substitute,Normal,,—,—
Scyther,Wing Attack,Flying,,35,100
Jynx,Lovely Kiss,Normal,,—,75
Jynx,Pound,Normal,,40,100
Jynx,Lick,Ghost,,20,100
Jynx,DoubleSlap,Normal,,15,85
Jynx,Ice Punch,Ice,,75,100
Jynx,Body Slam,Normal,,85,100
Jynx,Thrash,Normal,,90,100
Jynx,Blizzard,Ice,,120,90
Jynx,Mega Punch,Normal,,80,85
Jynx,Mega Kick,Normal,,120,75
Jynx,Toxic,Poison,,—,85
Jynx,Take Down,Normal,,90,85
Jynx,Double-Edge,Normal,,100,100
Jynx,BubbleBeam,Water,,65,100
Jynx,Water Gun,Water,,40,100
Jynx,Ice Beam,Ice,,95,100
Jynx,Hyper Beam,Normal,,150,90
Jynx,Submission,Fighting,,80,80
Jynx,Counter,Fighting,,—,100
Jynx,Seismic Toss,Fighting,,—,100
Jynx,Rage,Normal,,20,100
Jynx,Psychic,Psychic,,90,100
Jynx,Teleport,Psychic,,—,—
Jynx,Mimic,Normal,,—,100
Jynx,Double Team,Normal,,—,—
Jynx,Reflect,Psychic,,—,—
Jynx,Bide,Normal,,—,—
Jynx,Metronome,Normal,,—,—
Jynx,Skull Bash,Normal,,100,100
Jynx,Rest,Psychic,,—,—
Jynx,Psywave,Psychic,,—,80
Jynx,Substitute,Normal,,—,—
Electabuzz,Leer,Normal,,—,100
Electabuzz,Quick Attack,Normal,,40,100
Electabuzz,ThunderShock,Electric,,40,100
Electabuzz,Screech,Normal,,—,85
Electabuzz,Thunder Punch,Electric,,75,100
Electabuzz,Light Screen,Psychic,,—,—
Electabuzz,Thunder,Electric,,120,70
Electabuzz,Strength,Normal,,80,100
Electabuzz,Flash,Normal,,—,70
Electabuzz,Mega Punch,Normal,,80,85
Electabuzz,Mega Kick,Normal,,120,75
Electabuzz,Toxic,Poison,,—,85
Electabuzz,Body Slam,Normal,,85,100
Electabuzz,Take Down,Normal,,90,85
Electabuzz,Double-Edge,Normal,,100,100
Electabuzz,Hyper Beam,Normal,,150,90
Electabuzz,Submission,Fighting,,80,80
Electabuzz,Counter,Fighting,,—,100
Electabuzz,Seismic Toss,Fighting,,—,100
Electabuzz,Rage,Normal,,20,100
Electabuzz,Thunderbolt,Electric,,95,100
Electabuzz,Psychic,Psychic,,90,100
Electabuzz,Teleport,Psychic,,—,—
Electabuzz,Mimic,Normal,,—,100
Electabuzz,Double Team,Normal,,—,—
Electabuzz,Reflect,Psychic,,—,—
Electabuzz,Bide,Normal,,—,—
Electabuzz,Metronome,Normal,,—,—
Electabuzz,Swift,Normal,,60,
Electabuzz,Skull Bash,Normal,,100,100
Electabuzz,Rest,Psychic,,—,—
Electabuzz,Thunder Wave,Electric,,—,100
Electabuzz,Psywave,Psychic,,—,80
Electabuzz,Substitute,Normal,,—,—
Magmar,Ember,Fire,,40,100
Magmar,Leer,Normal,,—,100
Magmar,Confuse Ray,Ghost,,—,100
Magmar,Fire Punch,Fire,,75,100
Magmar,Smokescreen,Normal,,—,100
Magmar,Smog,Poison,,20,70
Magmar,Flamethrower,Fire,,95,100
Magmar,Strength,Normal,,80,100
Magmar,Mega Punch,Normal,,80,85
Magmar,Mega Kick,Normal,,120,75
Magmar,Toxic,Poison,,—,85
Magmar,Body Slam,Normal,,85,100
Magmar,Take Down,Normal,,90,85
Magmar,Double-Edge,Normal,,100,100
Magmar,Hyper Beam,Normal,,150,90
Magmar,Submission,Fighting,,80,80
Magmar,Counter,Fighting,,—,100
Magmar,Seismic Toss,Fighting,,—,100
Magmar,Rage,Normal,,20,100
Magmar,Psychic,Psychic,,90,100
Magmar,Teleport,Psychic,,—,—
Magmar,Mimic,Normal,,—,100
Magmar,Double Team,Normal,,—,—
Magmar,Bide,Normal,,—,—
Magmar,Metronome,Normal,,—,—
Magmar,Fire Blast,Fire,,120,85
Magmar,Skull Bash,Normal,,100,100
Magmar,Rest,Psychic,,—,—
Magmar,Psywave,Psychic,,—,80
Magmar,Substitute,Normal,,—,—
Pinsir,ViceGrip,Normal,,55,100
Pinsir,Seismic Toss,Fighting,,—,100
Pinsir,Guillotine,Normal,,—,30
Pinsir,Focus Energy,Normal,,—,—
Pinsir,Harden,Normal,,—,—
Pinsir,Slash,Normal,,70,100
Pinsir,Swords Dance,Normal,,—,—
Pinsir,Cut,Normal,,50,95
Pinsir,Strength,Normal,,80,100
Pinsir,Toxic,Poison,,—,85
Pinsir,Body Slam,Normal,,85,100
Pinsir,Take Down,Normal,,90,85
Pinsir,Double-Edge,Normal,,100,100
Pinsir,Hyper Beam,Normal,,150,90
Pinsir,Submission,Fighting,,80,80
Pinsir,Rage,Normal,,20,100
Pinsir,Mimic,Normal,,—,100
Pinsir,Double Team,Normal,,—,—
Pinsir,Bide,Normal,,—,—
Pinsir,Rest,Psychic,,—,—
Pinsir,Substitute,Normal,,—,—
Pinsir,Bind,Normal,,15,75
Tauros,Tackle,Normal,,35,95
Tauros,Stomp,Normal,,65,100
Tauros,Tail Whip,Normal,,—,100
Tauros,Leer,Normal,,—,100
Tauros,Rage,Normal,,20,100
Tauros,Take Down,Normal,,90,85
Tauros,Strength,Normal,,80,100
Tauros,Toxic,Poison,,—,85
Tauros,Horn Drill,Normal,,—,30
Tauros,Body Slam,Normal,,85,100
Tauros,Double-Edge,Normal,,100,100
Tauros,Ice Beam,Ice,,95,100
Tauros,Blizzard,Ice,,120,90
Tauros,Hyper Beam,Normal,,150,90
Tauros,Thunderbolt,Electric,,95,100
Tauros,Thunder,Electric,,120,70
Tauros,Earthquake,Ground,,100,100
Tauros,Fissure,Ground,,—,30
Tauros,Mimic,Normal,,—,100
Tauros,Double Team,Normal,,—,—
Tauros,Bide,Normal,,—,—
Tauros,Fire Blast,Fire,,120,85
Tauros,Skull Bash,Normal,,100,100
Tauros,Rest,Psychic,,—,—
Tauros,Substitute,Normal,,—,—
Magikarp,Splash,Normal,,—,—
Magikarp,Tackle,Normal,,35,95
Gyarados,Bite,Normal,,60,100
Gyarados,Dragon Rage,Dragon,,—,100
Gyarados,Hydro Pump,Water,,120,80
Gyarados,Leer,Normal,,—,100
Gyarados,Hyper Beam,Normal,,150,90
Gyarados,Splash,Normal,,—,—
Gyarados,Tackle,Normal,,35,95
Gyarados,Surf,Water,,95,100
Gyarados,Strength,Normal,,80,100
Gyarados,Toxic,Poison,,—,85
Gyarados,Body Slam,Normal,,85,100
Gyarados,Take Down,Normal,,90,85
Gyarados,Double-Edge,Normal,,100,100
Gyarados,BubbleBeam,Water,,65,100
Gyarados,Water Gun,Water,,40,100
Gyarados,Ice Beam,Ice,,95,100
Gyarados,Blizzard,Ice,,120,90
Gyarados,Rage,Normal,,20,100
Gyarados,Thunderbolt,Electric,,95,100
Gyarados,Thunder,Electric,,120,70
Gyarados,Mimic,Normal,,—,100
Gyarados,Double Team,Normal,,—,—
Gyarados,Reflect,Psychic,,—,—
Gyarados,Bide,Normal,,—,—
Gyarados,Fire Blast,Fire,,120,85
Gyarados,Skull Bash,Normal,,100,100
Gyarados,Rest,Psychic,,—,—
Gyarados,Substitute,Normal,,—,—
Lapras,Growl,Normal,,—,100
Lapras,Water Gun,Water,,40,100
Lapras,Sing,Normal,,—,55
Lapras,Mist,Ice,,—,—
Lapras,Body Slam,Normal,,85,100
Lapras,Confuse Ray,Ghost,,—,100
Lapras,Ice Beam,Ice,,95,100
Lapras,Hydro Pump,Water,,120,80
Lapras,Surf,Water,,95,100
Lapras,Strength,Normal,,80,100
Lapras,Toxic,Poison,,—,85
Lapras,Horn Drill,Normal,,—,30
Lapras,Take Down,Normal,,90,85
Lapras,Double-Edge,Normal,,100,100
Lapras,BubbleBeam,Water,,65,100
Lapras,Blizzard,Ice,,120,90
Lapras,Hyper Beam,Normal,,150,90
Lapras,Rage,Normal,,20,100
Lapras,Solar Beam,Grass,,120,100
Lapras,Dragon Rage,Dragon,,—,100
Lapras,Thunderbolt,Electric,,95,100
Lapras,Thunder,Electric,,120,70
Lapras,Psychic,Psychic,,90,100
Lapras,Mimic,Normal,,—,100
Lapras,Double Team,Normal,,—,—
Lapras,Reflect,Psychic,,—,—
Lapras,Bide,Normal,,—,—
Lapras,Skull Bash,Normal,,100,100
Lapras,Rest,Psychic,,—,—
Lapras,Psywave,Psychic,,—,80
Lapras,Substitute,Normal,,—,—
Ditto,Transform,Normal,,—,—
Eevee,Sand-Attack,Normal,,—,100
Eevee,Tackle,Normal,,35,95
Eevee,Quick Attack,Normal,,40,100
Eevee,Tail Whip,Normal,,—,100
Eevee,Bite,Normal,,60,100
Eevee,Take Down,Normal,,90,85
Eevee,Toxic,Poison,,—,85
Eevee,Body Slam,Normal,,85,100
Eevee,Double-Edge,Normal,,100,100
Eevee,Rage,Normal,,20,100
Eevee,Mimic,Normal,,—,100
Eevee,Double Team,Normal,,—,—
Eevee,Reflect,Psychic,,—,—
Eevee,Bide,Normal,,—,—
Eevee,Swift,Normal,,60,
Eevee,Skull Bash,Normal,,100,100
Eevee,Rest,Psychic,,—,—
Eevee,Substitute,Normal,,—,—
Eevee,Growl,Normal,,—,100
Eevee,Focus Energy,Normal,,—,—
Vaporeon,Quick Attack,Normal,,40,100
Vaporeon,Sand-Attack,Normal,,—,100
Vaporeon,Tackle,Normal,,35,95
Vaporeon,Water Gun,Water,,40,100
Vaporeon,Tail Whip,Normal,,—,100
Vaporeon,Bite,Normal,,60,100
Vaporeon,Acid Armor,Poison,,—,—
Vaporeon,Haze,Ice,,—,—
Vaporeon,Mist,Ice,,—,—
